INLINE NewClassTable,Name,Description,ID,Default Class Promoted From/To,Standing Map Anims,Move Speed,Generic Mug,N/A,HP,Atk,Skl,Spd,Def,Res,Con,Mov,HP Cap,Atk Cap,Skl Cap,Spd Cap,Def Cap,Res Cap,Con Cap,Class Relative Power,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,HP Promo Gain,Atk Promo Gain,Skl Promo Gain,Spd Promo Gain,Def Promo Gain,Res Promo Gain,CharClassAbility,CharClassAbility,CharClassAbility,CharClassAbility,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,Battle Anims,Move Costs,Rain Move Costs,Snow Move Costs,Avo Bonus,Def Bonus,Res Bonus,Class Type
chefID,NSlashAText,NSlashAText,0xCA,0x0,chefSMS,0x00,1,0xCA,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
cooltrainer_fID,NSlashAText,NSlashAText,0xCB,0x0,cooltrainer_fSMS,0x00,1,0xCB,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
fat_manID,NSlashAText,NSlashAText,0xCC,0x0,fat_manSMS,0x00,1,0xCC,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
fisherID,NSlashAText,NSlashAText,0xCD,0x0,fisherSMS,0x00,1,0xCD,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
gentlemanID,NSlashAText,NSlashAText,0xCE,0x0,gentlemanSMS,0x00,1,0xCE,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
hikerID,NSlashAText,NSlashAText,0xCF,0x0,hikerSMS,0x00,1,0xCF,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
mrfujiID,NSlashAText,NSlashAText,0xD0,0x0,mrfujiSMS,0x00,1,0xD0,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
bikerID,NSlashAText,NSlashAText,0xD1,0x0,bikerSMS,0x00,1,0xD1,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
giovanniID,NSlashAText,NSlashAText,0xD2,0x0,giovanniSMS,0x00,1,0xD2,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
swimmer_f_land,NSlashAText,NSlashAText,0xD3,0x0,swimmer_f_landSMS,0x00,1,0xD3,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
swimmer_f_water,NSlashAText,NSlashAText,0xD4,0x0,swimmer_f_waterSMS,0x00,1,0xD4,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x0
swimmer_m_land,NSlashAText,NSlashAText,0xD5,0x0,swimmer_m_landSMS,0x00,1,0xD5,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
swimmer_m_water,NSlashAText,NSlashAText,0xD6,0x0,swimmer_m_waterSMS,0x00,1,0xD6,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x0
tuber_m_water,NSlashAText,NSlashAText,0xD7,0x0,tuber_m_waterSMS,0x00,1,0xD7,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,TrainerSwimmerMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x0
rockID,NSlashAText,NSlashAText,0xD8,0x0,rockSMS,0x00,1,0xD8,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
Unused2ID,NSlashAText,NSlashAText,0xD9,0x0,BlankSMS,0x00,1,0xD9,20,0,0,0,0,0,12,TrainerMov,0,0,0,0,0,0,25,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
puddleID,NSlashAText,NSlashAText,0xDA,0x0,puddleSMS,0x00,1,0xDA,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
LoreleiID,NSlashAText,NSlashAText,0xDB,0x0,LoreleiSMS,0x00,1,0xDB,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
BrunoID,NSlashAText,NSlashAText,0xDC,0x0,BrunoSMS,0x00,1,0xDC,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
AgathaID,NSlashAText,NSlashAText,0xDD,0x0,AgathaSMS,0x00,1,0xDD,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
LanceID,NSlashAText,NSlashAText,0xDE,0x0,LanceSMS,0x00,1,0xDE,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
BrockID,NSlashAText,NSlashAText,0xDF,0x0,BrockSMS,0x00,1,0xDF,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
MistyID,NSlashAText,NSlashAText,0xE0,0x0,MistySMS,0x00,1,0xE0,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
LtSurgeID,NSlashAText,NSlashAText,0xE1,0x0,LtSurgeSMS,0x00,1,0xE1,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
KogaID,NSlashAText,NSlashAText,0xE2,0x0,KogaSMS,0x00,1,0xE2,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
ErikaID,NSlashAText,NSlashAText,0xE3,0x0,ErikaSMS,0x00,1,0xE3,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
SabrinaID,NSlashAText,NSlashAText,0xE4,0x0,SabrinaSMS,0x00,1,0xE4,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
BlaineID,NSlashAText,NSlashAText,0xE5,0x0,BlaineSMS,0x00,1,0xE5,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
BrendanID,NSlashAText,NSlashAText,0xE6,0x0,BrendanSMS,0x00,1,0xE6,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
MayID,NSlashAText,NSlashAText,0xE7,0x0,MaySMS,0x00,1,0xE7,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
MomID,NSlashAText,NSlashAText,0xE8,0x0,MomSMS,0x00,1,0xE8,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
NurseID,NSlashAText,NSlashAText,0xE9,0x0,NurseSMS,0x00,1,0xE9,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
ReceptionistID,NSlashAText,NSlashAText,0xEA,0x0,ReceptionistSMS,0x00,1,0xEA,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
ClerkID,NSlashAText,NSlashAText,0xEB,0x0,ClerkSMS,0x00,1,0xEB,20,0,0,0,0,0,25,BaseMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
ShedinjaID,ShedinjaName,ShedinjaDesc,0xEC,0x0,ShedinjaSMS,0x00,0xB0,0xEC,1,7,4,4,2,2,1,BaseMov,1,45,35,35,30,30,15,3,0,40,40,45,30,25,20,0,7,4,4,2,2,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x8100
SableyeID,SableyeName,SableyeDesc,0xED,0x0,SableyeSMS,0x00,0xB1,0xED,17,8,8,0,10,10,8,BaseMov,40,45,45,10,55,50,25,3,45,50,50,0,55,55,20,16,1,4,0,8,8,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0
MegaAlakazamID,MegaAlakazamName,AbraDescText,0xEE,0x0,MegaAlakazamSMS,0x00,0x41,0xEE,31,3,11,18,2,7,25,BaseMov+2,80,20,60,60,25,50,25,3,105,35,60,85,35,60,20,14,0,3,18,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x4000
MegaPidgeotID,MegaPidgeotName,PidgeyDescText,0xEF,0x0,MegaPidgeotSMS,0x00,0x12,0xEF,39,7,11,12,5,5,21,BaseMov+3,95,40,60,60,40,40,25,3,145,60,65,65,55,55,20,8,4,0,0,3,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x0240
MegaVenusaurID,MegaVenusaurName,BulbasaurDescText,0xF0,0x0,MegaVenusaurSMS,0x00,0x03,0xF0,38,11,14,5,10,10,23,BaseMov+2,95,50,60,40,60,60,25,3,140,75,75,25,70,70,20,0,4,3,0,5,5,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x810
MegaCharizardXID,MegaCharizardXName,FireDragonDesc,0xF1,0x0,MegaCharizardXSMS,0x00,0x06,0xF1,38,22,14,8,8,4,22,BaseMov+3,95,60,60,55,55,50,25,3,135,100,75,45,70,60,20,0,11,0,3,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x401
MegaBlastoiseID,MegaBlastoiseName,SquirtleDescText,0xF2,0x0,MegaBlastoiseSMS,0x00,0x09,0xF2,38,12,14,5,10,9,27,BaseMov+2,95,55,60,40,60,60,25,3,140,80,75,25,70,70,20,0,0,0,0,2,5,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
Unused69ID,NSlashAText,NSlashAText,0xF3,0x0,BlankSMS,0x00,1,0xF3,20,0,0,0,0,0,25,BaseMov,35,15,15,15,15,15,25,3,20,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
MissingnoID,MissingnoName,MissingnoDesc,0xF4,0x0,MissingnoSMS,0x00,0xCD,0xF4,18,18,15,2,0,1,25,BaseMov,40,60,50,20,10,15,25,3,45,70,65,10,10,20,20,0,18,15,2,0,1,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x340
RedID,NSlashAText,NSlashAText,0xF5,0x0,RedSurfSMS,0x01,179,0x15,20,0,0,0,0,0,1,TrainerMov+6,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,2,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x00
GreenID,NSlashAText,NSlashAText,0xF6,0x0,GreenSurfSMS,0x00,179,0x63,20,0,0,0,0,0,1,TrainerMov+6,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x00
PoisonGasID,NSlashAText,NSlashAText,0xF7,0x0,PoisonGasSMS,0x00,1,0xF7,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
SurfID,NSlashAText,NSlashAText,0xF8,0x0,SurfSMS,0x00,1,0xF8,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
JessieID,NSlashAText,NSlashAText,0xF9,0x0,JessieSMS,0x00,1,0xF9,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
JamesID,NSlashAText,NSlashAText,0xFA,0x0,JamesSMS,0x00,1,0xFA,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
JennyID,NSlashAText,NSlashAText,0xFB,0x0,JennySMS,0x00,1,0xFB,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
JoyID,NSlashAText,NSlashAText,0xFC,0x0,JoySMS,0x00,1,0xFC,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0810
